Review,Rating
"Here's the perfect recipe for box office disaster: take one of the most beloved animated cartoons of all time, turn it into a live action movie nobody asked for or wanted, change all of the characters around so they don't even come close to the characters in the original, and finally, as a bonus, put down half of your potential movie customers as you trash the concept of the original film. Mix it all together, throw in a huge, overblown budget and you have a potential sweep of the 2025 Razzie Awards, especially since they have removed the ""Worst Original Song"" and ""Worst Musical Score"" categories. Well done, Disney!!",1/10
No review found,9/10
"I watched Snow White having not read any other reviews and without reading about the controversies surrounding it and i thoroughly enjoyed it. I liked the new songs and the choreo and direction within them. I thought the costumes were spot on and smiled when we saw Snow White in her traditional dress in the woods. I also liked Rachel Ziegler in the role. Her character had an edge to her which I didn't think I was going to like but her direction and the more determined characterisation, I think, suited her. I liked the CGI 'dwarfs' , each one reminding us in subtle ways of the quirks which gave them their names. I found Dopey adorable... The CGI woodland animals were very very cute. Yes, there are some parts of the story which have been updated but not to the extent that it detracts or ruins the plot. So what if the male lead and 'dwarfs' all work as a team with Snow White to bring down the evil queen standing back for Snow White to take the final lead - love it. I would have no qualms at all taking children to see this film (one short and very well done scary bit in the wood ) and i would certainly go and see it again.",7/10
"I'm not sure what they were trying to accomplish this. I was bored, my 7-year old was bored. The best way I can describe it is ""lifeless"". Strayed so far from the original premise the story is not recognizable. It seems like the protagonist is never in any real danger because the filmmaker seemed so intent on making her in charge and independent that it felt like,- you can just do all this on you're own, so why have supporting characters, a love interest, etc. A protagonist without likability is one thing but to be both unlikable and have zero vulnerabilities is a recipe for disaster. Terrible waste of time and money.",1/10
"Disney's Snow White (2025) is proof that even when expectations are low, a movie can still find a way to disappoint.

From the start, there was plenty of skepticism about this remake, and unfortunately, the final product does nothing to change that. The film feels like it's trying so hard to be modern and different that it forgets what made the original special in the first place.

Rachel Zegler's Snow White feels forced and lifeless. The dwarfs-sorry, the ""magical outcasts""-are such a weird creative decision that they barely even feel like part of the story. Even Gal Gadot, who should've been an over-the-top, fun villain , is wasted on a bland and forgettable performance.

Visually, it's not much better. The CGI is inconsistent, the costumes feel cheap, and the whole thing lacks that classic Disney magic. The singing is properly the only thing that make it a bit more bearable.

At the end of the day, this Snow White just doesn't work. It's a remake that nobody really asked for, as it strips away everything people loved about the original.",2/10
"Being a movie lover like myself, you listen to the voice of the public, but you still try to make up your own mind.

I mean afterall, how much can they mess up such a beautiful fairytale, can't be that bad right?

Well, sorry to burst your bubble, but it really is that bad, no, actually, it's even WORSE.

This movie is a complete disaster which nukes the whole fairytale feeling.

Everything is so fake and artificial that the movie just fails to capture you in any way.

Link that with horrible acting of Rachel Zegler, and you got yourself a disaster.

Her acting throughout is movie is a disaster, you should feel love, warmth and sympathy for snow white, instead, the longer the movie goes on, the more you start to hate her.

I honestly was shocked myself that by the end of the movie I actually dislike snow white.

So please don't waste your money on this poor excuse of a fairy tale, and show your children the original one.

And to the world: PLEASE keep Rachel Zegler off the white screen FOREVER.",1/10
"I'm geniunly curios on what the producers were thinking when this ""idea"" was picthed to them. The actors are misscast, the story is a mess. And the dwarves could be put in a horror film(I know I'm going to have nightmares). How did Disney see this script and think this is going to make us a fortune. They could have thrown it on there streaming service and called it a day, than again, I wouldn't waste my time on this ""film"". I've never walked out of a theatre half way, but there really is a first time for everything. Snow White is dissrepectful to the classic and they should destroy all copies.",1/10
"Who doesn't love the original classics. I had some early hope for this one, but it's been very hard to avoid all the bad decisions being made by Disney. With that being said, I went along with my children, they seemed to be enjoying the songs, but they were ready to leave by 30 mins in. I honestly feel the best family movies are ones that capture the adults and children, but unfortunately it failed on both. I think we will stick to the original classics. I'm sure we will get more live action remakes, please please please just make them as close to the original as possible, it's really not that hard. We just want to be entertained for 2 hrs and escape into a good film.",1/10
"I wish I was kidding. I actually paid to see this in theaters, and I don't think I've ever felt so ripped off in my life. This isn't just a bad adaptation of Snow White-it's like they actively tried to ruin everything people loved about the original.

The writing is terrible, the characters are annoying, and the dialogue feels like it was written by someone who has never had a normal conversation in their life. And let's not even talk about how they butchered the original story. Instead of honoring a classic, they just replaced it with... whatever this is. It's hollow, forced, and honestly kind of embarrassing to watch.

The acting? Stiff. The visuals? Shockingly bad for a big-budget movie. The whole thing just feels lazy and soulless.

If you're thinking about watching this, don't. Seriously, save your money, read a review, and call it a day.

If I could, I'd give this a 0.",1/10
After all the drama surrounding the movie i went with a open mind but the movie is boring and not worth the money. Actors acting is bad especially Rachel Zegler and the make up was of poor quality. I also think actor should not try to think that they are above the people who pays to watch their movie. Opinion is fine but when u start thinking u r better than other ur downfall starts. Some song were fine but most of them were boring. Gal Gadot acting was same as her rest of the movie one expression to express every emotion. Other character especially dwarf had nothing to remember about and male lead was forgetful.,1/10
"I didn't walk into this film expecting much, but even with rock-bottom expectations, the new Snow White still managed to disappoint. It was awkward, joyless, and completely devoid of the heart and charm that made the original a classic.

The story was incoherent-scenes felt stitched together without any real flow, like they were just checking boxes off a badly written checklist. Snow White herself lacked personality, and the supporting characters were forgettable at best. The dwarves-or whatever they're calling them now-barely registered as characters. It felt like no one in the cast knew what kind of film they were supposed to be in.

Visually, it was dull. The sets looked like they came from a high-budget high school play, and the CGI somehow managed to feel both overused and cheap. And don't even get me started on the dialogue-it tried so hard to be modern and clever, but instead it came off as cringey and forced.

I couldn't finish it. I left early, which says a lot since I rarely ever walk out of movies. This wasn't just a bad remake-it was an insult to storytelling and to the legacy of a beloved fairytale.",1/10
"I watched the original Snow White because this movie was coming out. I was surprised to find out that not a lot happened in that movie but it was still good for its time. This new Snow White beefs up the story line a bit, which for me, made it a lot more entertaining. The music was excellent, I've been singing it all day since I left the theater. My favorite song is All is Fair. I thought everyone did a great job in their roles and it's definitely something worth seeing once if you liked the original. Another thing I liked about the movie is that it didn't overstay its welcome when it comes to run-time. It wasn't excruciatingly long. It was just long enough to be good and make its point.",9/10
No review found,7/10
"I was really hoping this would be good- given all the hate it was receiving I thought the movie presented an opportunity to artistically shine past all the vitriol. However, I was completely disappointed. The acting was very bad, and the CGI Dwarves really take away from the ""Disney Magic"" that we are all used to. There again people were right about using real actors. At the end Snow White is definitely NOT the fairest of them all. I wouldn't even give it one star!

0/10 Acting 0/10 Artwork 0/10 Music 0/10 Story 0/10 Directing 0/10 Advertising 0/10 Casting 0/10 in every category that a movie can possibly have.",1/10
"This was such a disappointment. I really am in awe of what has happened to Disney. We went from never missing a Disney movie to basically not feeling the urge to watch any. I am at least a little hopeful for the new Stitch movie, but with this new Disney I'm not hopeful. This was one of the worst Disney movies and that's saying a lot compared to the trash that has come out the last few years. This was such a disappointment. I really am in awe of what has happened to Disney. We went from never missing a Disney movie to basically not feeling the urge to watch any. I am at least a little hopeful for the new Stitch movie, but with this new Disney I'm not hopeful. This was one of the worst Disney movies and that's saying a lot compared to the trash that has come out the last few years.",1/10
"For me, This is the worst Disney movie ever made. I remember watching the original Snow White animated cartoon as a kid and all the other Disney movies, they are so enjoyable to watch with kids and family . I am all for "" live adaptations "" but not when it is trash the way this movie was made. Was excited when I viewed the pre production pictures, everything looked the part .... That is until I watched the movie last night. The lead actress was horrible, did not capture the magic of who Snow White is supposed to be, almost felt like a self centered performance. I personally enjoyed Gal Gadot as the evil queen, and felt like she did bring her to life , unfortunately just in an another horrible Disney remake. Just how bad was this movie ??? People started leaving the theater 45 minutes in.",1/10
"The movie was just not fun and lacked any type of chemistry and magic. From bad CGI which was apparently due to last minute rewrites. The pacing was all over the place and the arc of the story was slow and prodding.

The main Snow White actress was devoid of life and comes across as soulless and annoying. Our kids made us leave halfway through and had more fun kicking a paper cup in the parking lot outside.

Would not recommend even if it was streaming for free. The nice thing was the theater was empty and we got to use our phones stretch our legs and let the kids run around since nobody could keep interest.",1/10
"I went into this movie with an open mind and my lips zipped because my 10 and 6 year old granddaughters begged me to take them to see it. They gave me their reviews on the way home. They were disappointed and confused and even somewhat flabbergasted as to why it failed so miserably compared to their beloved original that they have watched, on DVD, so many times in their lives thus far. My 6 year old was blunt. ""PawPaw, I didn't like it at all."" My 10 year old surmised, ""I'm going to tell my girl friends not to waste their time."" Their reasons were plenty. Hey, if you're going to make a movie fir little girls, how about make it sweet, charming, enchanted and not so dull! That's all the review I might offer. I've written a bunch over the years, but relaying tidbits of my girls' disappointment really says it all. Jupiter, FL has one very nice theater though, and the food was good. Oh, did I mention the boos? Yeah, people boo'd the movie.",1/10
"Who is still hiring Gal Gadot to play anything???? That guy should be fired. She can't play guys, she can't play. Please stop the bleeding. I should've known, next time you see her on the cast of any movie, that's the only sign you need, the movie is gonna be bad.

On top of that bad omen, the movie is unfortunately one remake too many. The actors' performance is subpar at best. It does not have the spirit of the story. I don't mind remakes, some movies with a great plot and storyline were butchered by the filmmaking itself, and would deserve a remake. However, here, this is not the case. Zegler tries, a bit too hard, and it's a no. The take on the story is strange to say the least, unclear, unfinished. You are left with a weird feeling of being let down. And you are....",1/10
"In my nearly fifty years of life, I have watched countless films, both in theaters and at home. Each movie has offered its own unique experience, whether it was through captivating storytelling, breathtaking visuals, or memorable performances.

However, I have never encountered a film that was so poorly executed that it compelled me to leave the theater mid-screening until now. This particular film was a complete letdown, and I am genuinely astounded that it was even released to the public.

Maybe if they switched the two main actress roles, they would have a chance, but even then I sincerely doubt it.

I'm sad for Gal Gadot, for the performances I enjoyed so far, but this could very well ruin her career.",1/10
"Against my will, I had to sit through the entire movie and wait for it to finish. I really just went on my phone and scrolled through social media because of how much it bore me.

It honestly feels like they just took the title 'Snow White' and made it into a whole different story. The songs were disappointing and far from catchy. It was definitely cheesy at times, especially towards the last few minutes of the movie. The acting was definitely... questionable. I wish they casted better actors and actresses for this movie. Then again, I don't think it would change how awful it would turn out to be. It's that unsalvageable 😭

To all the people planning on watching this movie, please listen to the reviews and critiques saying that it's terrible, because it's true 💀",1/10
"Snow White is a beautiful retelling of a classic film. It has catchy music and amazing acting, while also presenting an incredibly creative story. An amazingly talented cast and gorgeous sets makes it feel truly magical.

Based on the 1937 classic Disney animated film, the story follows Snow White (Rachel Zegler), a princess who was hidden away by her stepmother, the Evil Queen (Gal Gadot), after her father left. After having enough of her stepmother, Snow White joins forces with seven dwarfs to bring her kingdom to peace once again while they help her take down the Evil Queen.

The songs in this film, composed by Jeff Morrow, Benj Pasek and Justin Paul, are expertly crafted and catchy. Every song got stuck in my head until I heard the next one, and the incredible voice talent enhances them even more. My personal favorite has to be ""Whistle While you Work"" - Rachel Zegler's voice brings incredible energy and whimsy to the song, plus I love how the whistling is used in it. The sets and cinematography, directed by Mandy Walker, are also beautiful - the lighting stands out as it works perfectly and mixed with the magnificent sets creates a fantastic looking film. One shot I really love is when we first see the cottage in the forest. The costumes, designed by Sandy Powell, are also quite beautiful; however they don't all seem to go together. Each set of costumes feels like it was meant for a different time period, which feels a bit disconnected. I really like the Evil Queen's costumes; they're flawless and not only fit the kingdom, but also her character. The characters are really well scripted, and I love the actors for each of the key characters. I especially love Rachel Zegler's performance; the amount of emotion she shows brings so much life into her character and made me feel really sympathetic for her. This film had me enchanted the whole time through its story, songs and acting.

The film's message is to follow your morals and beliefs, even if it may not present easy decisions. Be warned that there are intense scenes and blood shown at some points.

I give Snow White 4 out of 5 stars and recommend it for ages 5 to12. It releases in theaters March 21, 2025.

By Isabella V., KIDS FIRST!",8/10
"I'm genuinely puzzled by the wave of negative reviews. As someone who recently revisited the original 'Snow White,' I found this adaptation to be a refreshing and compelling update, perfectly tailored for contemporary audiences. While I deeply respect the original's historical significance and nostalgic charm, its storytelling feels undeniably dated by today's standards.

This new take masterfully expands Snow White's character, providing her with a rich backstory, a meaningful character arc, and a more nuanced plot. Crucially, it achieves this without sacrificing the heart and soul of the original story. The iconic scenes, beloved characters, and classic songs are seamlessly integrated, creating a familiar yet revitalized experience.

Yes, the ending might have veered slightly into corniness and felt a tad drawn-out. However, these minor flaws didn't detract from my overall enjoyment. This film offers a fresh and engaging perspective on a timeless classic, demonstrating that it's possible to honor the past while embracing modern storytelling techniques. For those open to a re-imagining, I highly recommend giving it a chance.",7/10
"I recently watched Disney's new Snow White, and I must say that it fell short of my expectations-particularly due to the lead actress's underwhelming performance. While there are some positive elements in the film, the portrayal of the iconic princess felt lackluster and surprisingly disconnected from the character's fairy-tale roots.

Despite the film's lavish sets and some genuinely impressive visuals, the leading actress's performance is the weak link that prevents this adaptation from achieving the timeless enchantment associated with Snow White. If you're hoping for a heartfelt, charming take on the classic fairy tale, you may find yourself disappointed by this portrayal, which lacks the authenticity and warmth that have long defined the beloved character.",1/10
"Shameful.

I do not understand what has happened to Disney productions as of late.

I used to be a massive, massive fan of pretty much everything Disney or Pixar. I would look forward to the days that I could take my children to watch any and all of their productions. As my children have aged, they now refuse to watch anything produced by this company.

As much as I hate to admit it, after this movie, I also will never ever watch another Disney production again.

Please, somebody, enlighten me as to what happened to what was one of Stalwart in the entertainment industry.

Shaking my head, sad.

RIP.",1/10
"I rarely walk away from a movie feeling completely frustrated, but this one managed to do just that. From start to finish, it was an absolute chore to sit through, and the main reason? The lead actress. She was downright awful. Every scene she was in felt forced, awkward, and lifeless, making it impossible to stay engaged with the story.

It's one thing for a movie to have a weak script or bad pacing, but when the main character is this unbearable to watch, it ruins everything. The entire experience felt like a waste of time, and I honestly regret giving it a chance. If you're considering watching this, do yourself a favor and skip it.",1/10
"This movie is another great example of Disney's recent tear of destroying everything we love for no reason. This movie truly holds up to the ""if it aint broke, dont try to fix it"" statement.

Without spoiling too much (you will spoil your day watching this but still...) the movie is extremely dull, bland and poorly executed making you wonder why you even gave it a shot.

Also the fact that they decided to go with so much CGI for the dwarfs and forest shows to me how inpersonal and lazy they have been with the huge amounts of money they have for making movies nowadays into consideration, feeling like your watching a movie playout in a themepark.

It simply does not capture the charme of the original classic, Disney what happend that we the fans are given another pointless remake with poor execution and way too much CGI?

Dont waste your time and stick to the classic.",1/10
Took my girls for what was supposed to be a fun movie night to see their favorite princess... And boy were they and I both surprised to see whatever garbage we just watched... They were left crying when the prince charming never showed up... as it's one of their favorite parts of the original story... My 9 yo has been Snow White for the past 5 Halloweens and is now throwing away her costume and all other related things because she hated the movie so much... Thanks a lot Disney for ruining what was supposed to be a fun night with my daughters. At least my daughters now hate Disney and I will never have to spend $10000 for a trip there...,1/10
"Disney's Snow White (2025) is a dull, uninspired attempt to modernize a classic but ends up stripping away its magic. The lead performance lacks charm, making Snow White forgettable. The dwarfs are sidelined, replaced with generic side characters. The visuals feel bland despite the massive budget, and the story forces a message rather than letting it unfold naturally. The heart and whimsy of the original are completely lost, leaving a joyless, forgettable film that fails to justify its existence. A complete disappointment with no real redeeming qualities or memorable moments.

What were the thinking?!",1/10
"Really wish I didn't give in and watch this but I am a Disney fan and wanted to feel some magic.

Unfortunately there is nothing magical about this movie and it drags on and on. Really sad to see Snow White made into something quite this horrible. The story doesn't contain any familiarities from the original and does its best to literally be the opposite.

The acting wasn't even terrific or the cgi. If your a Disney lover like myself I'd definitely warn you not to go see this dire movie. Stick to the original or go and watch Mufasa that gave me nostalgia and lots of emotion, even the songs are good unlike the hideous songs in snowwhite.",1/10
"I went into this movie theater expecting something enjoyable, but oh boy, was I wrong. Is there a refund policy for sitting through something this bad? The film barely had any connection to the original classic I loved as a kid, making it feel like a completely different story. The writing was weak, the characters lacked depth, and the overall execution was disappointing. The pacing dragged, and it felt like they stripped away everything that made the original special. Save your money, people-this one is not worth it. I took the hit so you don't have to. I would recommend people to think three times before deciding to watch this movie cause its not worth it.",1/10
"Was this movie the best movie ever made? No. Was the acting 100%? No. Could the story have been written better? Yes. Did they pick the best actors and actresses? No. Was the movie still enjoyable? Yes! I really enjoyed the movie overall. Don't go into this movie expecting it to be like the animated version. Even the animated version isn't the original story. Don't go into the movie expecting something serious. View this movie like it's someone's personal interpretation. A lighthearted, fun, silly, musical that's fit for the whole family. Was it perfect? No. Will I watch it again at some point? Most definitely!!",8/10
"My honest thoughts on Snow White and just to clarify, Disney hasn't paid me to write something nice.

Disney's live-action remake of Snow White has been one of the most talked-about-and often unjustly maligned-films online. Despite the polarised critics and the relentless hate campaign, I firmly believe this film is pure Disney magic.

What truly stood out was how the story was adjusted for a slightly modern take. The film not only answers lingering questions about Snow White's skin color and the origin of her name but does so with a refreshing narrative twist that feels both authentic and engaging.

Rachel Zegglar delivers a brilliant performance that perfectly captures the quintessential Disney voice. She brings a captivating charm to the role, embodying the magic and wonder that the character deserves.

One of the main concerns leading up to the film was the CGI portrayal of the dwarfs. I was pleasantly surprised-these digital characters were executed flawlessly, preserving the charm of their animated counterparts. Their scenes in the diamond mine, in particular, looked stunning on screen, and I couldn't imagine them being any better served by human actors.

The musical numbers hit many high notes as well. I loved the classic ""Hi Ho"" and ""Whistle While You Work,"" and the new song ""Wishing on a Wish"" was nicely done. While not every song hit the mark, the soundtrack overall enriched the fairytale atmosphere of the film.

Gal Gadot's performance, while occasionally a bit over-the-top, ultimately worked well-especially in her portrayal of the old witch with the poison apple. Even though some moments felt slightly exaggerated, her energy added an interesting dynamic to the film.

Compared to other live-action remakes like Wicked, which certainly had its moments, this version of Snow White stands out as my favorite Disney live-action adaptation so far. It exudes a pure fairytale feel that pays homage to the original animation while embracing a modern sensibility. The film might not have the grand scale of Wicked, but its charm, humor, and heart make it a delightful experience. The kids in the cinema laughed at key moments and all seemed be saying they enjoyed it leaving the cinema. My grandson, Charlie, loved it.

I wholeheartedly recommend taking your kids to see it. They'll love it, and so will you.

Rating: 7.5/10.",7/10
"Do you know how much money we spent to take the family here with tickets and popcorn and drinks? $96. And do you know what the kids said? ""This isn't Snow White.""

We all sat down and watched the original and it's a good movie that tells the story of innocence, love, acceptance, and caring. This remake could have spent some more time paying attention to those themes. Disney could have spent some more time paying attention to what makes their classic movies classics. Movies my grandparents still watched in their old age and movies my 4 year old still sits and watches today.

This isn't a classic and isn't even going to get rewatches. What are they doing at Disney? All these hundreds of millions spent for soullessness. How does old animation beat real modern actors? That's a massive question they need to ask themselves and do it fast.

Gal Gadot was perfect. She nailed the part. Andrew Burnap should have been the prince. That is all.

Lord of the Rings nailed dwarves. This movie had hot CGI garbage as dwarves. It was horrifying. Keep these travesties away from the mine cart ride or they're going to ruin that as well.

A good movie has a cast and crew and writers and producers who all deeply care about the material. This movie CLEARLY did not. It was not a complete and total buy in and turned into a massive waste of money for the studio and anyone whose kids ask to see it only to hate it.

It's not Snow White.",2/10
"Story & Writing Issues ""The plot made no sense.""

""I've seen this story a hundred times before.""

""The dialogue was so bad it felt like an AI wrote it.""

""It felt like they wrote the script in one night.""

""There were so many plot holes I lost count.""

Acting & Characters ""The characters were so flat, I didn't care if they lived or died.""

""The acting was so bad, it felt like a school play.""

""I've seen better performances in commercials.""

""The main character was so annoying, I was rooting for the villain.""

""There was zero chemistry between the leads.""

Pacing & Editing ""It felt like it was five hours long.""

""Nothing happened for the first hour, and then everything happened in the last ten minutes.""

""The pacing was so weird, I couldn't tell if it was going too fast or too slow.""

Cinematography & Special Effects ""The CGI looked like a PlayStation 2 game.""

""It was so dark, I couldn't see anything.""

""Shaky cam made it impossible to tell what was going on.""

""They spent all the budget on explosions and forgot to make a good movie.""

Overall Experience ""It was a waste of time and money.""

""I'd rather watch paint dry.""

""This movie made me lose faith in Hollywood.""

""I regret watching this more than I regret my ex.""

""It was so bad, I wouldn't even watch it for free.""",1/10
"I've never seen a movie this bad before. It was so awful that I actually created an IMDb profile just to give it a 1-star rating. The plot was completely nonsensical, the acting was painfully bad, and the dialogue felt like it was written by someone who had never heard real people talk. The pacing was terrible, making every minute feel like an eternity. I kept hoping it would improve, but it only got worse. The cinematography and special effects were laughable, adding to the disaster. If I could give it zero stars, I would. An absolute waste of time-horrible in every way. Disney just fell off RIP.",1/10
"I understand the reason behind the movie of wanting to recreate the movie for newer generations to be able to enjoy the movie but it misses the mark in that, as well still being able to enjoy the original timeless snow-white which is a much more enjoyable experience. The movie was and feels like a senseless cash grab. I don't understand why Disney continues with trying to recreate classical movies that in my opinion don't need to be recreated they don't change or add anything new to the movie to enhance the experience, no incentive to watch the live action version of something I watched as a kid.",1/10
"I watched Disney's new Snow White-and wow, what a trainwreck. If the goal was to drain every ounce of charm, whimsy, and storytelling from the original and replace it with awkward performances and out-of-touch messaging, then mission accomplished.

Let's talk about Rachel Zegler. Her portrayal of Snow White felt like she accidentally wandered in from a completely different movie... and didn't bother reading the script. I've seen more emotion and sincerity in high school drama class performances. And that's just on set. Off set, her interviews came off as arrogant and dismissive-almost like she resented the fact that the original even existed. You'd think someone starring in an iconic remake would at least pretend to care.

This wasn't a modern reimagining. It was a complete dismantling of a classic tale in favor of something painfully forced and joyless. The writing was weak, the visuals felt bland despite the big budget, and the whole movie seemed to scream, ""Look how progressive we are!"" instead of telling a good story.",1/10
"The acting is horrendous, the cast is mediocre, and the direction is awful. The only thing worth saving in this movie is the special effects. The lead actress seriously needs acting lessons-maybe starting with children's theater plays would help her gain real experience. Everything else feels lifeless, with performances that lack depth and a story that goes nowhere. The director fails to bring any vision, making the film a forgettable mess. Overall, it's a wasted opportunity with nothing but visuals to hold it together. A disappointment from start to finish, utterly lacking in substance and creativity.",1/10
I decided to take my kids with me seeing as it's a Disney movie and they love it. I wasn't sure if they or I would like because of the hate going around. I've grew up in the 90s with all original classics so this was big for me. I took a chance and went with it since my kids wanted me to go see with them. I kid you not during the first 30 minutes my kids wanted to leave. And mind you they are 7 to 12 years old. I find the messages there a bit to raunchy for kids movie. And not much action just talking throughout the first 30 mins. I got them to go with my wife I finished the movie and probably I would say the worst movie of Disney I've ever seen. The music choice was overbearing. The visuals were phenomenon but doesn't match with what's going on. It fell flat around the hour. Got some good moments and laughs but that's it. Please don't wast your time on this movie. I regret paying over 80 dollars that day. Very disappointed.,1/10
No review found,1/10
"Snow White, Disney's latest film, is a fresh take on the 1937 animated classic. Director Marc Webb gives the film a Broadway twist, making it more than just a nostalgic tale. With the addition of new songs and character development, the film adds a deeper dimension to the Snow White story.

Rachel Zegler does a great job of playing Snow White, giving the character more depth and spunk. She maintains the graceful movements of the animated Snow White, but with a new twist of spunk. Meanwhile, Gal Gadot as the Evil Queen gives a charming performance, although her voice doesn't always match the character.

The film has some flaws, such as the CGI effects that don't always work and the costumes look cheap. However, Webb manages to keep the film interesting with dynamic scenes and bright colors.

Overall, Snow White is one of Disney's best films of the last decade. The film successfully adapts the classic tale with a fresh and modern twist, making it well worth a watch.",8/10
"We can't say this is a masterpiece, absolutely not.

On the other hand we even can't say it's such a disaster someone wants you to believe.

All this ""anti-woke"" complaints are absolutely garbage: visually it is an enjoyable film, with good acting (I even didn't dislike Gal Gadot, I don't like much her) and respectable music.

The only thing I didn't like is how they represent the dwarves, using so much CGI.

I am very sorry to see how poor the votes are, this film doesn't deserve all this hate, in my opinion.

People who gave 1, 2 or 3 deserve to watch really awful films... not this nice reinterpretation.",7/10
No review found,1/10
"What is the worst Disney atrocity of them all why it's none other than SNOW WHITE 2025 starring Rachel Zagler The worst person in the entire world! The Dwarfs aka the weird characters that don't belong in Snow White and a movie filled with Terrible Acting horrible visuals bad characters and a buffoon of a girl That doesn't act her age! Like my god I have Never ever saw the worst movie than this Stupid ripoff! My advice watch the original from 37 ok sure it's from 1937 but still watch the original, it's way more sufferable than this Ripoff of a Film I say this movie needs to be pulled off Cinamas and NEVER release Digitally or physically This movie should be left in 2025!",1/10
"Forget about casting or whatever...out of simple greed and lack of imagination and ability to create, the modern cinema is all about remakes. Which is ok, as long as they are well made and entertaining. However, this childhood loved and cherished fairy tales is much more than just entertainment...it's an era. And, personally, for me it does fell very wrong to do any remakes, specifically so far removed from original. Regardless of which film it is, I simply don't watch any remakes of classical cartoons...Not only I grew up watching them, but my daughter too...it's too sacred for me, simple as that)! Sad...",1/10
"Such great story that I was excited to take my daughter to watch to end up with huge disappointment and my daughter looking at me like what the heck dad ?

I had to request a refund in the middle of the movie as my daughter got bored and start playing with her phone instead .

I always read to my daughter bedtime stories and this one was one of her favourites but the movie seemed a failure. Maybe one of the songs was ok but the rest was eihhhh.

Don't waste your money ,most likely will be available in Disney app in couple weeks . As not expecting that much interest from spectators.

Disney, please stop dragging us down.",1/10
"Disney's live-action remake, Snow White (2025), veers away from the original magic of Walt Disney's Snow White and the original tale. I was open to the reimagining of this classic movie but unfortunately, it fails to deliver. From lackluster performances to miscasting key roles, this film misses with audiences (at least my showing tonight).

We can all agree that Rachel Zegler who takes on the classic tale of Snow White, delivers a performance that feels stilted and unimaginative. Her acting lacks the warmth and charisma that made the original animated Snow Whitesuch a hit.

For a film with a $260 million dollar production budget, the CGI looks fake and the CGI creatures lack the expressions, warmth, and charm of the original characters.

The dwarfs have been controversially reimagined look evil and creepy.

Don't waste an evening on this disappointing reimagined disaster.",2/10
"Completely and utter garbage of a film from the moment I walked out the theater and here's the reasons why this is. 1. The gnomes, don't even get me started they give an uncanny valley sort of vibe and just genuinely ruin the immersion in the movie, secondly, gal gadots acting in this is a bottom 5 acting expression I have ever seen in a film. Lastly the film couldn't even be saved by Rachel zeglers performance, which might have been the best part of the film. What ruined her part is the AWFUL party city costume the makeup and dress department gave her, it's like they were setting up her and the film for failure.",1/10
No review found,2/10
"This movie is an absolute train wreck from start to finish. It's an insult to filmmaking and storytelling on every level. The acting is beyond atrocious, with wooden performances that make you cringe and wonder how this even got approved. The plot is a nonsensical mess that completely butchers the original story, stripping away any charm or magic that made it beloved. The visuals are horrendously cheap, and the dialogue is so cringe-inducing it's painful to sit through. It's a soulless, cash-grabbing disaster that never should have seen the light of day. If I could give it zero stars, I would. Avoid at all costs.",1/10
"I'm disappointed at the bad reviews for this movie. I thought it was a great retelling of Disney's first animated feature film! My 6 year old grandson and 13 year old granddaughter really enjoyed it too. Zegler was a fantastic Snow White. Her vocals are amazing. The original Snow White's singing was always grating to my ears. The altered storyline was refreshing while still keeping the best parts of the original and the new songs fit in seamlessly. I took off a couple stars because I felt the evil queen's character fell a little flat. Gal Gadot acted the part well considering what she had to work with. All in all, it's a wonderful, wholesome family movie!",8/10
What a surprise.. Well made movie with an updated story for today's audience. I grew up on the original and I loved it. This movie is for today.. Worth your time and attention... So hard to make a remake of such a valuable piece of Disney's history.. But it is well worth your time..aside from the backstage rivalry it is a decent attempt. Rene is a well trained in theater and it shows in this film. Gal Gadot is fine... No bad anything here. I had to see for myself and I was so happy I did. Not my movie but a very good version of an old classic. I'm.,7/10
Absolutely ruined a classic left half way through the movie . 45 minutes of musical. 15 minutes of story . Couldn't connect with any character the only decent bit what deserves a 1 start rating is the hi ho musical part . Never leave reviews but this is a exception its thats bad all 3 of us thought the same think . Don't waste your money. Movie was not advertised as a musical . I've watched musicals with less musicals in them than this completely ruined a classic . 3 minutes of acting then a 10 minute musical . Highly highly do not recommend to anyone even the children in the cinema was bored watching the film.,1/10
"Watch at your on risk. As a fan of disney movies, animation and pixar and non animated movies. The malificent movie was very good. These movies such as Aldadin not the cartoon are terrible. The dwarfs are somewhat scary or fake looking Disney why are you doing these rehash of a clasics that didn't need any reimagining. I did not watch amy trailers for this movie. The actress playing snow to Gal Gadot playing the evil queen. No offense to the snow white actress they could have used an actrees that is very pretty noot cutesy or a not so good looking evil queen. Gal Gadot earing makeup is even more beautiful. The cgi was not even good, the acting was ino cheesey, The best part of the movie is when it ended, Almost 2 hours of my life I will never get back. If you have disney plus don't pay for this movie. Good luck and be well.",1/10
"I rarely leave reviews, but this Snow White adaptation deserves a warning label. The plot was painfully boring, offering nothing fresh or engaging. It felt like the writers just went through the motions without any attempt to bring originality or emotional weight to the story.

Gal Gadot might have the looks, but she lacked the commanding presence this role needed. Honestly, someone like Angelina Jolie would have brought the intensity and edge that could have saved this mess. Jolie on screen would've added much-needed depth and unpredictability-something this film desperately lacks.

Visually, it tries to impress, but a pretty frame can't mask a hollow core. This is one of the most uninspired reboots I've seen in years.",1/10
